5.888859440702700621e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.891095718043058982e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215101019100703450e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.638013962101283250e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.638951636756675656e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.363822292809020009e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.368977494148261087e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.268256418889093879e+02,1.128055461666996875e+14,1.128055461666996875e+14
2.290446187024923574e+02,6.378010291565147042e+07,6.378010291565147042e+07
2.290448691198109259e+02,2.801783200637794137e+08,2.801783200637794137e+08
2.290550011706805549e+02,1.083034993139313161e+07,1.083034993139313161e+07
2.357370522034880196e+02,3.578705750382852539e+12,3.578705750382852539e+12
2.357469597895835136e+02,3.305172008496881836e+12,3.305172008496881836e+12
2.386402088759358548e+02,2.797096323085968848e+06,2.797096323085968848e+06
2.386424903094636250e+02,2.323506818188117817e+07,2.323506818188117817e+07
2.386475996741270365e+02,1.281950891613112688e+09,1.281950891613112688e+09
2.391089533568678860e+02,6.297856562810436719e+13,6.297856562810436719e+13
2.391090235014203245e+02,6.293463948290874219e+13,6.293463948290874219e+13
2.423506250776273987e+02,8.352663111787284375e+13,8.352663111787284375e+13
2.423638442610764230e+02,8.336584612185056250e+13,8.336584612185056250e+13
2.438715298480626359e+02,2.390939362339040041e+08,2.390939362339040041e+08
2.438862927995448047e+02,4.064291711674652576e+09,4.064291711674652576e+09
2.493224183858493745e+02,9.397457809336835938e+12,9.397457809336835938e+12
2.676342525408670667e+02,3.901031663840368128e+04,3.901031663840368128e+04
2.696930254236772271e+02,3.245336231741053516e+13,3.245336231741053516e+13
2.703096154901235764e+02,1.689782072092511877e+07,1.689782072092511877e+07
2.703099324518029221e+02,1.255798707189483196e+07,1.255798707189483196e+07
2.703122862907945319e+02,2.275799971237503923e+06,2.275799971237503923e+06
2.706394466328676458e+02,1.078007828892144287e+12,1.078007828892144287e+12
2.706431971632729869e+02,1.061012887780058350e+12,1.061012887780058350e+12
2.717241726588753750e+02,1.711333976141011808e+06,1.711333976141011808e+06
2.717244382150967681e+02,6.203697916746620322e+05,6.203697916746620322e+05
2.717251951060471811e+02,1.397338458571814233e+06,1.397338458571814233e+06
2.717259096760379862e+02,1.463997158572026528e+05,1.463997158572026528e+05
2.728553831035827102e+02,3.837928422024135742e+12,3.837928422024135742e+12
2.728564937157807435e+02,3.837308176383500000e+12,3.837308176383500000e+12
2.742594640528900527e+02,1.732680561761498438e+13,1.732680561761498438e+13
2.743882603507437352e+02,5.213714354756107181e+07,5.213714354756107181e+07
2.743903634813598273e+02,1.151281288443277217e+07,1.151281288443277217e+07
2.744027515065102989e+02,3.525690066852862947e+06,3.525690066852862947e+06
2.757216496952550528e+02,2.609624501353350830e+11,2.609624501353350830e+11
2.757252907347172481e+02,2.599489110053043213e+11,2.599489110053043213e+11
2.759398733974509241e+02,8.715299404585912824e+07,8.715299404585912824e+07
2.759430872762073363e+02,1.437859618238265514e+08,1.437859618238265514e+08
2.759522721645259935e+02,3.959866548198905587e+07,3.959866548198905587e+07
2.759611534691968018e+02,2.458980765815868654e+04,2.458980765815868654e+04
2.761882014319254495e+02,5.120889488323131204e+07,5.120889488323131204e+07
2.761894403015705279e+02,1.708539152062942386e+08,1.708539152062942386e+08
2.767325837454679345e+02,1.299699318549665511e+08,1.299699318549665511e+08
2.770211386568326475e+02,1.096079590044367127e+07,1.096079590044367127e+07
2.770293328477548584e+02,2.934801714789820835e+07,2.934801714789820835e+07
2.770327467182139571e+02,2.397341749594134331e+09,2.397341749594134331e+09
2.770451477414619035e+02,2.170024983492674530e+08,2.170024983492674530e+08
2.770580086114240999e+02,3.073809064735302702e+07,3.073809064735302702e+07
2.770906185044136123e+02,1.045064354636572389e+05,1.045064354636572389e+05
2.770936574871971629e+02,7.024444440416470766e+08,7.024444440416470766e+08
2.772203252701316956e+02,2.461344779423128906e+13,2.461344779423128906e+13
2.772369347452265060e+02,2.450960507791559375e+13,2.450960507791559375e+13
2.774318149276347185e+02,8.186462085128457546e+08,8.186462085128457546e+08
2.774332113789599248e+02,4.969203464429680258e+07,4.969203464429680258e+07
2.777712081119213963e+02,6.791124264575526367e+12,6.791124264575526367e+12
2.777876604054165455e+02,6.717028071971657227e+12,6.717028071971657227e+12
2.781704282646709885e+02,1.096667028921379708e+06,1.096667028921379708e+06
2.781837004269121962e+02,2.041025310873705447e+08,2.041025310873705447e+08
2.781936284829048418e+02,2.581423087784498334e+08,2.581423087784498334e+08
2.782025650999551658e+02,1.818555856993288547e+07,1.818555856993288547e+07
2.782569406515901846e+02,1.115664409629793359e+13,1.115664409629793359e+13
2.782573341304120049e+02,1.087234178315358594e+13,1.087234178315358594e+13
2.784244310699950233e+02,1.844895526157601357e+09,1.844895526157601357e+09
2.784413276050563013e+02,1.206582319606529951e+09,1.206582319606529951e+09
2.787676858918548533e+02,1.609071561920788698e+07,1.609071561920788698e+07
2.787685205306341913e+02,6.231672594858551025e+08,6.231672594858551025e+08
2.787801965920967859e+02,1.366824565443482399e+09,1.366824565443482399e+09
2.789468958230965541e+02,1.960292363192087891e+12,1.960292363192087891e+12
2.789524037355155883e+02,2.038241177602585938e+12,2.038241177602585938e+12
2.791102188135834012e+02,5.359458958870609375e+12,5.359458958870609375e+12
2.798772771020478558e+02,1.030825018085581299e+12,1.030825018085581299e+12
2.798829400121873050e+02,1.034242986666836670e+12,1.034242986666836670e+12
2.809088904086912066e+02,1.621877377878235742e+13,1.621877377878235742e+13
2.809105839395302269e+02,1.636293065695092383e+13,1.636293065695092383e+13
2.811080953112905831e+02,3.612644029906060896e+05,3.612644029906060896e+05
2.811160752316750973e+02,7.863373516327787399e+09,7.863373516327787399e+09
2.817483009905473637e+02,1.008391557885625749e+06,1.008391557885625749e+06
2.818402151528761124e+02,4.450936560061166016e+12,4.450936560061166016e+12
2.818452111065587928e+02,4.436019983281754883e+12,4.436019983281754883e+12
2.818957238375717793e+02,1.097563103100237109e+13,1.097563103100237109e+13
2.819912335580190756e+02,1.223354083368472988e+06,1.223354083368472988e+06
2.819943718745137744e+02,1.053406038038700294e+10,1.053406038038700294e+10
2.827033039431865973e+02,4.622394961743460968e+06,4.622394961743460968e+06
2.827034215552115484e+02,2.478023915496702045e+02,2.478023915496702045e+02
2.827043213510709734e+02,6.849479789854546543e+05,6.849479789854546543e+05
2.828559238159546680e+02,3.433735514206390625e+12,3.433735514206390625e+12
2.830914040257292754e+02,1.753799745346310791e+12,1.753799745346310791e+12
2.830929868816036787e+02,1.734465647966326172e+12,1.734465647966326172e+12
2.831850768363574389e+02,1.704458147230417468e+06,1.704458147230417468e+06
2.831851028694318302e+02,1.417844458652354311e+06,1.417844458652354311e+06
2.831852121935485229e+02,8.119219506226066733e+04,8.119219506226066733e+04
2.831853697991236913e+02,7.328629794000981201e+04,7.328629794000981201e+04
2.833308559689987192e+02,3.969058863347504425e+10,3.969058863347504425e+10
2.833346571846042252e+02,3.572194101750232697e+10,3.572194101750232697e+10
2.835000730316312456e+02,1.590560381259556115e+07,1.590560381259556115e+07
2.835003235362925125e+02,5.637719577788613737e+06,5.637719577788613737e+06
2.835009575873080507e+02,1.159027248348826788e+03,1.159027248348826788e+03
2.835010265213448406e+02,6.807084247499975609e+05,6.807084247499975609e+05
2.836182632335752487e+02,1.304496299893560303e+12,1.304496299893560303e+12
2.836188487532584759e+02,1.305604891216821533e+12,1.305604891216821533e+12
2.836996200920167439e+02,1.774918477734003296e+11,1.774918477734003296e+11
2.837005644783266689e+02,1.808256680918195496e+11,1.808256680918195496e+11
2.875664381367069495e+02,6.734405252831199206e+06,6.734405252831199206e+06
2.876031377891105763e+02,2.972701419144542888e+07,2.972701419144542888e+07
2.876049919469522251e+02,2.631476850295471549e+08,2.631476850295471549e+08
2.876181055291647226e+02,1.046266491585483775e+06,1.046266491585483775e+06
2.878693062139517451e+02,3.370791786410297241e+11,3.370791786410297241e+11
2.878732456867679161e+02,3.115174706152571411e+11,3.115174706152571411e+11
2.879630636130008270e+02,1.445730503599141016e+13,1.445730503599141016e+13
2.880650367988258154e+02,1.346213684788896973e+12,1.346213684788896973e+12
2.881482570195066160e+02,1.738734806963972151e+08,1.738734806963972151e+08
2.881490315445981309e+02,3.129007963347398043e+08,3.129007963347398043e+08
2.881544328934782015e+02,3.878619947699337453e+07,3.878619947699337453e+07
2.881583002128096496e+02,5.579758253451202996e+06,5.579758253451202996e+06
2.881584887949488234e+02,1.029540562284372514e+06,1.029540562284372514e+06
2.881585528964412219e+02,1.433809805497884518e+05,1.433809805497884518e+05
2.881646648828884736e+02,5.687120306519646692e+04,5.687120306519646692e+04
2.882950506529206223e+02,4.965798281088684686e+06,4.965798281088684686e+06
2.882956906413326692e+02,7.222782307985427324e+05,7.222782307985427324e+05
2.882957889368266819e+02,3.370616587776732165e+06,3.370616587776732165e+06
2.882988651956368926e+02,8.855359799156972258e+02,8.855359799156972258e+02
2.883040758884814636e+02,3.505643363767139316e+08,3.505643363767139316e+08
2.883062104753124117e+02,3.731239353353247643e+08,3.731239353353247643e+08
2.884337290424715547e+02,2.619324490370567143e+07,2.619324490370567143e+07
2.884349574934981320e+02,6.330397392379071563e+07,6.330397392379071563e+07
2.884409506712246412e+02,7.626167760911696590e+06,7.626167760911696590e+06
2.884443346562430293e+02,1.916868323512517600e+04,1.916868323512517600e+04
2.884521917165097307e+02,4.141383153151976317e+07,4.141383153151976317e+07
2.884553566255202099e+02,6.774411911509528160e+08,6.774411911509528160e+08
2.884954881631943522e+02,4.059626624266932160e+07,4.059626624266932160e+07
2.884956027538262902e+02,9.084894213230814040e+07,9.084894213230814040e+07
2.884960845992296754e+02,6.350855973939066753e+05,6.350855973939066753e+05
2.884969023199938079e+02,1.976537031932155151e+04,1.976537031932155151e+04
2.885011949300129572e+02,2.280727180883088684e+10,2.280727180883088684e+10
2.885027525238731982e+02,2.315129551274125290e+10,2.315129551274125290e+10
2.885951537638101172e+02,7.078050971752101555e+06,7.078050971752101555e+06
2.885996062358191239e+02,1.479898095977642536e+08,1.479898095977642536e+08
2.886050772680367800e+02,4.283939522043710232e+09,4.283939522043710232e+09
2.886457092195337850e+02,3.438027583207789612e+10,3.438027583207789612e+10
2.886466280478423982e+02,7.547244909847907715e+11,7.547244909847907715e+11
2.886468396011604796e+02,7.327963109642409668e+11,7.327963109642409668e+11
2.886932721553588976e+02,1.291013777959800537e+12,1.291013777959800537e+12
2.886958943394411676e+02,1.230847318834897217e+12,1.230847318834897217e+12
2.887529603879273168e+02,4.548591307628019333e+09,4.548591307628019333e+09
2.887557566211495441e+02,7.852786980782378465e+06,7.852786980782378465e+06
2.887664515353636716e+02,3.580522285188489407e+07,3.580522285188489407e+07
2.887691158053889353e+02,6.583018255349213257e+06,6.583018255349213257e+06
2.887767477951976502e+02,4.455680336275947839e+07,4.455680336275947839e+07
2.887800180007092763e+02,2.722850274326004364e+04,2.722850274326004364e+04
2.888681149323235218e+02,1.038548992254270673e+09,1.038548992254270673e+09
2.888713420390598117e+02,2.870416618821494922e+04,2.870416618821494922e+04
2.888814258269428024e+02,7.258812116195654869e+08,7.258812116195654869e+08
2.888829602847433762e+02,1.481260261110329814e+07,1.481260261110329814e+07
2.888832690839823272e+02,1.981629081450465601e+05,1.981629081450465601e+05
2.888851502341755690e+02,2.614341673057495151e+06,2.614341673057495151e+06
2.890167572570828156e+02,9.507384467615435547e+12,9.507384467615435547e+12
2.890260239229857575e+02,9.411802268168384766e+12,9.411802268168384766e+12
2.890273426981486296e+02,3.106044249585658312e+07,3.106044249585658312e+07
2.890295874445691879e+02,1.132923722174253125e+13,1.132923722174253125e+13
2.890312597814859714e+02,3.508876152942994995e+11,3.508876152942994995e+11
2.890367941704065515e+02,1.099551017450303125e+13,1.099551017450303125e+13
2.890375432548066783e+02,1.661051294109910583e+10,1.661051294109910583e+10
2.890380104137902890e+02,2.467503158747107983e+08,2.467503158747107983e+08
2.891807311300054266e+02,8.418953215269461274e+06,8.418953215269461274e+06
2.891823492289781257e+02,3.071901271640341759e+09,3.071901271640341759e+09
2.891831519542413957e+02,6.839310051917047240e+06,6.839310051917047240e+06
2.891920590654289072e+02,2.416392475906690379e+03,2.416392475906690379e+03
2.891984994252741217e+02,7.964440528291215189e+06,7.964440528291215189e+06
2.892054302932143628e+02,2.054862573324214458e+09,2.054862573324214458e+09
2.892077062030449497e+02,6.214219843768914223e+09,6.214219843768914223e+09
2.892084335074396790e+02,2.918293224362520414e+04,2.918293224362520414e+04
2.892263151686287301e+02,1.148099931993786097e+09,1.148099931993786097e+09
2.892301156426835860e+02,1.521476766105345786e+08,1.521476766105345786e+08
2.892335982652809889e+02,1.267445609208186865e+09,1.267445609208186865e+09
2.892348481381304737e+02,5.084457319766349392e+05,5.084457319766349392e+05
2.892377392788384327e+02,1.956435581324515641e+08,1.956435581324515641e+08
2.892712006809651939e+02,1.488836492750264648e+12,1.488836492750264648e+12
2.892761213672483791e+02,1.291820217611859375e+12,1.291820217611859375e+12
2.893284554609582528e+02,7.483232540473533630e+10,7.483232540473533630e+10
2.893375496346361615e+02,7.652634029092077637e+10,7.652634029092077637e+10
2.894658967890356962e+02,1.690574155649494743e+10,1.690574155649494743e+10
2.894659250572592555e+02,1.380477185166415977e+10,1.380477185166415977e+10
2.896648168161836452e+02,2.514471023769536209e+10,2.514471023769536209e+10
2.896729249905921506e+02,2.474091936531120682e+10,2.474091936531120682e+10
2.897074786369134358e+02,1.374232405530226746e+11,1.374232405530226746e+11
2.897094125064916170e+02,1.420716424797554626e+11,1.420716424797554626e+11
2.897153625517740920e+02,1.624042221658865234e+12,1.624042221658865234e+12
2.909304011437145050e+02,1.316400379662355874e+06,1.316400379662355874e+06
2.911945996658657236e+02,3.754984933400766458e+05,3.754984933400766458e+05
2.911946069286265697e+02,1.814817367064149352e+06,1.814817367064149352e+06
2.911948495622858104e+02,8.868070145065772813e+05,8.868070145065772813e+05
2.912094916936488289e+02,3.091719975876818359e+12,3.091719975876818359e+12
2.912874921501582435e+02,2.841844378968093872e+11,2.841844378968093872e+11
2.912880357056031357e+02,2.945365542136439209e+11,2.945365542136439209e+11
2.913264339634857834e+02,7.705632149682656973e+02,7.705632149682656973e+02
2.913264344483333161e+02,6.118878166445032574e-02,6.118878166445032574e-02
2.913264520270195135e+02,1.712602390862217362e+03,1.712602390862217362e+03
2.913264692824273538e+02,4.388030138641531266e+03,4.388030138641531266e+03
2.913264721355410529e+02,4.675687458691532811e+03,4.675687458691532811e+03
2.913264919556882546e+02,3.192220744049762970e-01,3.192220744049762970e-01
2.913289941824530160e+02,7.832530551862596767e+05,7.832530551862596767e+05
2.913290058050228595e+02,5.794395117255600635e+05,5.794395117255600635e+05
2.913290354443105343e+02,6.810741845535213361e+04,6.810741845535213361e+04
2.913290575228098191e+02,2.753079401883233368e+04,2.753079401883233368e+04
2.913732200160899879e+02,4.444492140026587003e+04,4.444492140026587003e+04
2.913732502239861901e+02,2.030672653890125190e+00,2.030672653890125190e+00
2.913732697829837548e+02,1.271481694387272582e+05,1.271481694387272582e+05
2.913734668905903504e+02,6.207141703497481622e+00,6.207141703497481622e+00
2.913752068760816769e+02,4.815987884870523587e+06,4.815987884870523587e+06
2.913753578045555628e+02,6.880345288013784215e+06,6.880345288013784215e+06
2.913971466851741638e+02,1.882128000005991897e+06,1.882128000005991897e+06
2.913971825363584003e+02,6.381976753633682165e+03,6.381976753633682165e+03
2.913972890582513742e+02,7.477473352976681781e+03,7.477473352976681781e+03
2.913972996087570095e+02,6.048153037477278104e+01,6.048153037477278104e+01
2.914441379871698814e+02,5.800332113963469267e+08,5.800332113963469267e+08
2.914445096419686365e+02,4.720645459313178658e+08,4.720645459313178658e+08
2.914517353422127712e+02,3.509117167404468994e+11,3.509117167404468994e+11
2.914519185004978112e+02,3.506124602507631836e+11,3.506124602507631836e+11
2.919030335530593447e+02,4.409050878640156860e+11,4.409050878640156860e+11
2.919032072145684538e+02,4.315674130714514771e+11,4.315674130714514771e+11
2.924841950090398086e+02,5.359149136848371094e+12,5.359149136848371094e+12
2.924847212644662591e+02,5.315136361805752930e+12,5.315136361805752930e+12
2.925356266510418664e+02,1.077327903105916269e+07,1.077327903105916269e+07
2.925394851560643019e+02,2.095771993427227974e+09,2.095771993427227974e+09
2.927478148686434452e+02,3.824007186090925293e+12,3.824007186090925293e+12
2.927659357303520551e+02,6.323789694691420300e+05,6.323789694691420300e+05
2.928195024690721198e+02,2.301018380153373535e+12,2.301018380153373535e+12
2.928209970797523169e+02,2.301904531296590820e+12,2.301904531296590820e+12
2.928891405528292466e+02,2.574067897935511428e+04,2.574067897935511428e+04
2.928895381046307307e+02,2.103419592752990779e+06,2.103419592752990779e+06
2.929220705508068932e+02,2.065600567752779785e+12,2.065600567752779785e+12
2.929274363566361785e+02,1.092733436490615082e+11,1.092733436490615082e+11
2.929275602669405885e+02,1.091637121488987579e+11,1.091637121488987579e+11
2.929416723180426061e+02,2.661572298072505742e+06,2.661572298072505742e+06
2.929429967164891764e+02,1.864242548748827279e+08,1.864242548748827279e+08
2.929492750011307294e+02,3.919626239278694848e+05,3.919626239278694848e+05
2.929492837444662996e+02,4.696177950219338760e+06,4.696177950219338760e+06
2.929495072105344207e+02,1.213886806671727754e+04,1.213886806671727754e+04
2.930064417662575806e+02,1.667807853479132385e+11,1.667807853479132385e+11
2.930064628107230646e+02,1.606243698476479187e+11,1.606243698476479187e+11
2.930255715864337276e+02,1.774683008746701773e+01,1.774683008746701773e+01
2.930255808760106220e+02,2.631346899739518267e+04,2.631346899739518267e+04
2.930256216481900537e+02,2.009212566449547376e+04,2.009212566449547376e+04
2.930256321949053699e+02,1.680983348485818351e+04,1.680983348485818351e+04
2.930257438986079137e+02,3.836079066001549654e+04,3.836079066001549654e+04
