2.262324136519842455e+02 8.334773096977264595e-02 1.389942958695795141e+03
2.283604243078744673e+02 1.982889874672880283e-07 2.927922271477238769e-02
2.283604529719203811e+02 4.711390542918475231e-08 1.388911725577306189e-01
2.283719070253124528e+02 7.575097750025525695e-09 1.412101250754890401e-03
2.357731959576968848e+02 4.109476267041990011e-03 1.557184929527703389e+04
2.357844851802754818e+02 3.873613864469221610e-03 3.091211472619682900e+04
2.375926795605393806e+02 8.228004259470495545e-08 6.491880428017665627e-01
2.376378480851041388e+02 6.739457211016264164e-08 4.358566711559402136e-04
2.376539641346888345e+02 2.610032949887882577e-07 2.877144758417567172e-02
2.398630227136040673e+02 5.336344123509696724e-02 2.868803543064398127e+03
2.398640177529131847e+02 5.341528834282777832e-02 1.485625163980037769e+03
2.425513991281744666e+02 7.343139931424788602e-02 1.415755133585963267e+04
2.436340699230703422e+02 6.270509628658885648e-04 1.315834060376835879e+01
2.436593091198556635e+02 1.597364026799603432e-04 1.331670642266541336e+02
2.496402882479790151e+02 6.717301025167200963e-03 2.829943949568434618e+03
