5.259544659888167883e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.347849568107813090e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.891910354492482238e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.136675496754010473e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.754356452500936525e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.951908506051068359e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.241112552812209557e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.289656661319340980e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.352906625879078284e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.394065026329119217e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.439863594914799094e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.575569920116668854e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.701273313692955202e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.790041906203821309e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.872089455947228309e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.965342456629323609e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.981682780028156010e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.016653816631963192e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.075622283346381991e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.099297542122669835e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.109491436879991522e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.114117736326895702e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.127453579772942804e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.136581830741257404e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.195433013724326754e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.220474648150235542e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.298159010648481937e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.311788253362308199e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.317364056574448883e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.321505123052304942e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.379544361301385802e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.389529417438046144e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.414302163670414725e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.421093415303362750e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.422870119787109200e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.447701494910692999e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.448586034659913979e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.454011566048342585e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.468078051711203758e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.482840549960244614e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.489284498773195020e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.490304407982141255e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.560100540717781481e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.578102481753748565e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.579278427072110746e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.589655502475704862e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.594367390132072737e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.610128121011408675e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.614167267077163848e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.624909083085735784e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.629259685414508052e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.638863024846556327e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.642459887067109880e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.659552532689090532e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.671128139723904837e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.678035377147276908e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.685735642876745599e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.693486893925918002e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.695800909522850564e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.703084863713620001e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.714563626684886044e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.717611349775022056e+00 0.000000000000000000e+00 0.000000000000000000e+00
